#  aims_uuid : 4CF4697B-F09B-4DB5-AAA9-BCDA3D746416                                
#  angular momentum projected density of states for species H as calculated by FHI-aims 
# The energy reference for this output is the chemical potential, mu =      -5.055454 eV
#      Energy (eV)         total dos     l= 0              l= 1
        4.03709024        0.51457244        0.48223592        0.03233651
        4.05378473        0.70481696        0.66195947        0.04285749
        4.07047922        0.62120244        0.58203880        0.03916364
        4.08717371        0.51497496        0.48097464        0.03400032
        4.10386820        0.45934760        0.42787776        0.03146984
        4.12056269        0.42399954        0.39595384        0.02804570
        4.13725718        0.38234734        0.35966199        0.02268535
        4.15395167        0.43234983        0.40665330        0.02569653
        4.17064616        0.40409488        0.37975267        0.02434220
        4.18734066        0.49182541        0.46334788        0.02847753
        4.20403515        0.45405009        0.42913444        0.02491564
        4.22072964        0.47818812        0.45278748        0.02540065
        4.23742413        0.56430202        0.53569544        0.02860657
        4.25411862        0.60065658        0.57158605        0.02907053
        4.27081311        0.61174652        0.58288086        0.02886566
        4.28750760        0.58956642        0.56238364        0.02718278
        4.30420209        0.59051678        0.56368127        0.02683551
        4.32089658        0.51388054        0.49051173        0.02336881
        4.33759107        0.57589507        0.55097067        0.02492440
        4.35428556        0.68384539        0.65606630        0.02777909
        4.37098005        0.93672402        0.90307232        0.03365170
        4.38767455        1.19845625        1.15897920        0.03947705
        4.40436904        1.86498813        1.81087551        0.05411262
        4.42106353        2.74609619        2.67963387        0.06646232
        4.43775802        3.87176030        3.78756894        0.08419136
        4.45445251        4.98652128        4.88310784        0.10341345
        4.47114700        4.73459128        4.63716343        0.09742785
        4.48784149        5.19631020        5.08903226        0.10727794
        4.50453598        4.62418200        4.52817501        0.09600699
        4.52123047        3.54526397        3.46539065        0.07987331
        4.53792496        3.27080390        3.18875150        0.08205239
        4.55461945        3.12525065        3.04770059        0.07755006
        4.57131394        3.24612465        3.16781650        0.07830815
        4.58800844        3.52078342        3.43777227        0.08301115
        4.60470293        4.63066575        4.52872159        0.10194417
        4.62139742        5.89083435        5.76542186        0.12541249
        4.63809191        7.87141467        7.70448973        0.16692494
        4.65478640        9.99036674        9.77258516        0.21778158
        4.67148089        9.29579296        9.09178454        0.20400842
        4.68817538        6.43538061        6.28901066        0.14636995
        4.70486987        4.52013235        4.41311815        0.10701420
        4.72156436        4.18520375        4.08543091        0.09977284
        4.73825885        4.16380825        4.06333636        0.10047189
        4.75495334        3.81043454        3.71602645        0.09440810
        4.77164783        4.17671311        4.07313334        0.10357977
        4.78834232        4.68037258        4.56535897        0.11501360
        4.80503682        3.29462860        3.21873500        0.07589360
        4.82173131        3.63499588        3.55355260        0.08144328
        4.83842580        4.26317005        4.16704398        0.09612607
        4.85512029        4.37472206        4.27471146        0.10001059
        4.87181478        4.88884389        4.78003139        0.10881250
        4.88850927        5.08218561        4.97799429        0.10419132
        4.90520376        8.45008053        8.27365912        0.17642141
        4.92189825        8.06410789        7.89182216        0.17228574
        4.93859274        7.21840994        7.05046367        0.16794627
        4.95528723        5.47694415        5.34196552        0.13497863
        4.97198172        5.26949703        5.14105976        0.12843727
        4.98867621        5.83281198        5.68941567        0.14339631
        5.00537071        7.33169012        7.15500071        0.17668941
        5.02206520       12.05296162       11.75996950        0.29299212
        5.03875969       13.77581923       13.43859580        0.33722343
        5.05545418       15.31242020       14.93945091        0.37296929
