#  aims_uuid : 4CF4697B-F09B-4DB5-AAA9-BCDA3D746416                                
#  angular momentum projected density of states for species H as calculated by FHI-aims 
# The energy reference for this output is the vacuum level =       0.000000 eV
#      Energy (eV)         total dos     l= 0              l= 1
       -1.16861436        0.39177878        0.36154492        0.03023386
       -1.15191987        0.42622844        0.39289535        0.03333310
       -1.13522538        0.67300467        0.61988625        0.05311842
       -1.11853088        0.56593481        0.52263446        0.04330035
       -1.10183639        0.48546534        0.44939899        0.03606635
       -1.08514190        0.27926426        0.25903257        0.02023169
       -1.06844741        0.17742901        0.16483580        0.01259321
       -1.05175292        0.22975572        0.21440190        0.01535381
       -1.03505843        0.45696051        0.42819430        0.02876621
       -1.01836394        0.51457244        0.48223592        0.03233651
       -1.00166945        0.70481696        0.66195947        0.04285749
       -0.98497496        0.62120244        0.58203880        0.03916364
       -0.96828047        0.51497496        0.48097464        0.03400032
       -0.95158598        0.45934760        0.42787776        0.03146984
       -0.93489149        0.42399954        0.39595384        0.02804570
       -0.91819699        0.38234734        0.35966199        0.02268535
       -0.90150250        0.43234983        0.40665330        0.02569653
       -0.88480801        0.40409488        0.37975267        0.02434220
       -0.86811352        0.49182541        0.46334788        0.02847753
       -0.85141903        0.45405009        0.42913444        0.02491564
       -0.83472454        0.47818812        0.45278748        0.02540065
       -0.81803005        0.56430202        0.53569544        0.02860657
       -0.80133556        0.60065658        0.57158605        0.02907053
       -0.78464107        0.61174652        0.58288086        0.02886566
       -0.76794658        0.58956642        0.56238364        0.02718278
       -0.75125209        0.59051678        0.56368127        0.02683551
       -0.73455760        0.51388054        0.49051173        0.02336881
       -0.71786311        0.57589507        0.55097067        0.02492440
       -0.70116861        0.68384539        0.65606630        0.02777909
       -0.68447412        0.93672402        0.90307232        0.03365170
       -0.66777963        1.19845625        1.15897920        0.03947705
       -0.65108514        1.86498813        1.81087551        0.05411262
       -0.63439065        2.74609619        2.67963387        0.06646232
       -0.61769616        3.87176030        3.78756894        0.08419136
       -0.60100167        4.98652128        4.88310784        0.10341345
       -0.58430718        4.73459128        4.63716343        0.09742785
       -0.56761269        5.19631020        5.08903226        0.10727794
       -0.55091820        4.62418200        4.52817501        0.09600699
       -0.53422371        3.54526397        3.46539065        0.07987331
       -0.51752922        3.27080390        3.18875150        0.08205239
       -0.50083472        3.12525065        3.04770059        0.07755006
       -0.48414023        3.24612465        3.16781650        0.07830815
       -0.46744574        3.52078342        3.43777227        0.08301115
       -0.45075125        4.63066575        4.52872159        0.10194417
       -0.43405676        5.89083435        5.76542186        0.12541249
       -0.41736227        7.87141467        7.70448973        0.16692494
       -0.40066778        9.99036674        9.77258516        0.21778158
       -0.38397329        9.29579296        9.09178454        0.20400842
       -0.36727880        6.43538061        6.28901066        0.14636995
       -0.35058431        4.52013235        4.41311815        0.10701420
       -0.33388982        4.18520375        4.08543091        0.09977284
       -0.31719533        4.16380825        4.06333636        0.10047189
       -0.30050083        3.81043454        3.71602645        0.09440810
       -0.28380634        4.17671311        4.07313334        0.10357977
       -0.26711185        4.68037258        4.56535897        0.11501360
       -0.25041736        3.29462860        3.21873500        0.07589360
       -0.23372287        3.63499588        3.55355260        0.08144328
       -0.21702838        4.26317005        4.16704398        0.09612607
       -0.20033389        4.37472206        4.27471146        0.10001059
       -0.18363940        4.88884389        4.78003139        0.10881250
       -0.16694491        5.08218561        4.97799429        0.10419132
       -0.15025042        8.45008053        8.27365912        0.17642141
       -0.13355593        8.06410789        7.89182216        0.17228574
       -0.11686144        7.21840994        7.05046367        0.16794627
       -0.10016694        5.47694415        5.34196552        0.13497863
       -0.08347245        5.26949703        5.14105976        0.12843727
       -0.06677796        5.83281198        5.68941567        0.14339631
       -0.05008347        7.33169012        7.15500071        0.17668941
       -0.03338898       12.05296162       11.75996950        0.29299212
       -0.01669449       13.77581923       13.43859580        0.33722343
        0.00000000       15.31242020       14.93945091        0.37296929
