#  aims_uuid : 4CF4697B-F09B-4DB5-AAA9-BCDA3D746416                                
#  angular momentum projected density of states for species N as calculated by FHI-aims 
# The energy reference for this output is the vacuum level =       0.000000 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2
       -2.90484140        0.00457594       -0.00244970        0.00617598        0.00084965
       -2.88814691        0.00352523       -0.00186731        0.00475347        0.00063906
       -2.87145242        0.00144085       -0.00076077        0.00191840        0.00028322
       -2.85475793        0.00056004       -0.00026803        0.00071938        0.00010870
       -2.83806344        0.00039867       -0.00015315        0.00046821        0.00008362
       -2.82136895        0.00074547       -0.00029015        0.00083392        0.00020170
       -2.80467446        0.00173136       -0.00073074        0.00199340        0.00046869
       -2.78797997        0.00338867       -0.00182088        0.00442254        0.00078701
       -2.77128548       -0.00178280       -0.00547522        0.00203892        0.00165350
       -2.75459098        0.00096669       -0.00296779        0.00286946        0.00106501
       -2.73789649        0.00299335       -0.00342699        0.00509253        0.00132781
       -2.72120200        0.00162217       -0.00176396        0.00264144        0.00074469
       -2.70450751        0.00107100       -0.00097863        0.00160022        0.00044941
       -2.68781302        0.00071446       -0.00054807        0.00100383        0.00025869
       -2.67111853        0.00044816       -0.00028737        0.00059819        0.00013734
       -2.65442404        0.00026584       -0.00013478        0.00033532        0.00006530
       -2.63772955        0.00018582       -0.00006740        0.00021963        0.00003359
       -2.62103506        0.00014833       -0.00004351        0.00017075        0.00002109
       -2.60434057        0.00010884       -0.00009201        0.00016010        0.00004075
       -2.58764608        0.00034969       -0.00029918        0.00052262        0.00012625
       -2.57095159        0.00068612       -0.00058762        0.00102237        0.00025137
       -2.55425710        0.00284838       -0.00163388        0.00377061        0.00071164
       -2.53756260        0.00605317       -0.00384405        0.00833074        0.00156648
       -2.52086811        0.00300573       -0.00207501        0.00424044        0.00084030
       -2.50417362        0.00113500       -0.00100454        0.00168642        0.00045312
       -2.48747913        0.00081567       -0.00087762        0.00127020        0.00042309
       -2.47078464        0.00071509       -0.00061523        0.00103302        0.00029729
       -2.45409015        0.00105365       -0.00086033        0.00149428        0.00041970
       -2.43739566        0.00233912       -0.00148705        0.00311065        0.00071551
       -2.42070117        0.00420855       -0.00181070        0.00521961        0.00079964
       -2.40400668        0.00436419       -0.00153413        0.00527926        0.00061905
       -2.38731219        0.00443918       -0.00151313        0.00531952        0.00063278
       -2.37061770        0.00262550       -0.00084208        0.00309355        0.00037403
       -2.35392321        0.00250048       -0.00080569        0.00292726        0.00037891
       -2.33722871        0.00213407       -0.00070351        0.00249864        0.00033894
       -2.32053422        0.00104858       -0.00038299        0.00124229        0.00018928
       -2.30383973        0.00104855       -0.00049202        0.00131548        0.00022509
       -2.28714524        0.00474499       -0.00250596        0.00625679        0.00099416
       -2.27045075        0.00493916       -0.00250471        0.00651818        0.00092568
       -2.25375626        0.00278844       -0.00139071        0.00367248        0.00050667
       -2.23706177        0.00352973       -0.00164957        0.00468532        0.00049398
       -2.22036728        0.00664147       -0.00290352        0.00879848        0.00074651
       -2.20367279        0.00569987       -0.00220112        0.00728339        0.00061760
       -2.18697830        0.00372896       -0.00129853        0.00460410        0.00042338
       -2.17028381        0.00328676       -0.00102132        0.00389850        0.00040959
       -2.15358932        0.00530890       -0.00146561        0.00608838        0.00068612
       -2.13689482        0.00812550       -0.00110313        0.00816182        0.00106681
       -2.12020033        0.00664708       -0.00118085        0.00695095        0.00087699
       -2.10350584        0.00619216       -0.00134663        0.00671358        0.00082522
       -2.08681135        0.00632823       -0.00197780        0.00747415        0.00083188
       -2.07011686        0.00855165       -0.00332388        0.01084579        0.00102974
       -2.05342237        0.00970562       -0.00398693        0.01250801        0.00118453
       -2.03672788        0.00948091       -0.00385843        0.01209034        0.00124900
       -2.02003339        0.01204928       -0.00462880        0.01499849        0.00167960
       -2.00333890        0.01168911       -0.00489483        0.01488824        0.00169570
       -1.98664441        0.01398756       -0.00671801        0.01891027        0.00179529
       -1.96994992        0.01493783       -0.00824342        0.02147521        0.00170604
       -1.95325543        0.01402892       -0.00845619        0.02086434        0.00162076
       -1.93656093        0.01549013       -0.00979890        0.02385751        0.00143152
       -1.91986644        0.00972168       -0.00624365        0.01485402        0.00111131
       -1.90317195        0.01548397       -0.01203470        0.02527006        0.00224860
       -1.88647746        0.01004918       -0.00489446        0.01388697        0.00105667
       -1.86978297        0.01572872       -0.00580923        0.02030912        0.00122884
       -1.85308848        0.05046531       -0.01620749        0.06368989        0.00298291
       -1.83639399        0.04432000       -0.01118713        0.05297692        0.00253021
       -1.81969950        0.06048886       -0.01609570        0.07292728        0.00365728
       -1.80300501        0.07426033       -0.02890025        0.09762644        0.00553414
       -1.78631052        0.08381015       -0.02706139        0.10453165        0.00633989
       -1.76961603        0.08758411       -0.02400482        0.10485290        0.00673604
       -1.75292154        0.10497356       -0.02673183        0.12336905        0.00833634
       -1.73622705        0.12238117       -0.03149403        0.14196200        0.01191320
       -1.71953255        0.19768924       -0.06078357        0.23478824        0.02368456
       -1.70283806        0.38269186       -0.15594722        0.47588064        0.06275845
       -1.68614357        0.34795639       -0.10636532        0.39612647        0.05819523
       -1.66944908        0.50511857       -0.09359116        0.53413122        0.06457851
       -1.65275459        0.11949544       -0.02296424        0.12697413        0.01548555
       -1.63606010        0.05579560       -0.01233575        0.06018646        0.00794489
       -1.61936561        0.14336065       -0.07257931        0.17637393        0.03956603
       -1.60267112        0.34809905       -0.06730215        0.36222238        0.05317883
       -1.58597663        0.18519818       -0.01745403        0.18180358        0.02084863
       -1.56928214        0.18485682       -0.01585247        0.18515906        0.01555023
       -1.55258765        0.27259967       -0.02038021        0.27391802        0.01906186
       -1.53589316        0.14826159       -0.00889449        0.14903529        0.00812079
       -1.51919866        0.18787438       -0.01257601        0.19093583        0.00951456
       -1.50250417        0.14406846       -0.01242929        0.14939733        0.00710042
       -1.48580968        0.17682382       -0.01219107        0.18115547        0.00785942
       -1.46911519        0.15315914       -0.01138264        0.15770366        0.00683812
       -1.45242070        0.14080265       -0.01115412        0.14558223        0.00637454
       -1.43572621        0.14548663       -0.01464755        0.15313363        0.00700054
       -1.41903172        0.13812223       -0.01315947        0.14472950        0.00655220
       -1.40233723        0.09720990       -0.01124614        0.10349427        0.00496177
       -1.38564274        0.03470197       -0.01977868        0.04992711        0.00455354
       -1.36894825        0.01415296       -0.01602196        0.02692423        0.00325069
       -1.35225376        0.02286452       -0.01790921        0.03703607        0.00373767
       -1.33555927        0.12934463       -0.05324672        0.16889107        0.01370028
       -1.31886477        0.03015111       -0.01357570        0.04028203        0.00344477
       -1.30217028        0.01964539       -0.00957756        0.02679086        0.00243210
       -1.28547579        0.01905993       -0.01109755        0.02743864        0.00271884
       -1.26878130        0.03097984       -0.02002543        0.04650268        0.00450258
       -1.25208681        0.02498018       -0.02225448        0.04216151        0.00507315
       -1.23539232        0.02322763       -0.02399633        0.04251149        0.00471248
       -1.21869783        0.01663483       -0.01780173        0.03091384        0.00352271
       -1.20200334        0.01473542       -0.01462766        0.02643246        0.00293062
       -1.18530885        0.00850148       -0.01073118        0.01732788        0.00190478
       -1.16861436        0.00491796       -0.01013079        0.01332337        0.00172539
       -1.15191987        0.00442993       -0.01126395        0.01367993        0.00201395
       -1.13522538        0.01166341       -0.01934088        0.02753305        0.00347124
       -1.11853088        0.01033749       -0.01714657        0.02463776        0.00284630
       -1.10183639        0.00584708       -0.01618420        0.01968771        0.00234356
       -1.08514190        0.00310588       -0.00929745        0.01117324        0.00123008
       -1.06844741        0.00199168       -0.00540508        0.00668514        0.00071163
       -1.05175292        0.00204220       -0.00662765        0.00775925        0.00091061
       -1.03505843        0.00465893       -0.01248914        0.01527135        0.00187673
       -1.01836394        0.00295421       -0.01514409        0.01599022        0.00210809
       -1.00166945        0.00776368       -0.02053972        0.02541276        0.00289064
       -0.98497496        0.00435339       -0.02028495        0.02198373        0.00265461
       -0.96828047        0.00248938       -0.01808126        0.01824348        0.00232715
       -0.95158598        0.00270045       -0.01746404        0.01797437        0.00219012
       -0.93489149        0.00090573       -0.01580006        0.01473514        0.00197065
       -0.91819699       -0.00229168       -0.01451327        0.01074705        0.00147454
       -0.90150250       -0.00274115       -0.01649174        0.01207114        0.00167945
       -0.88480801       -0.00224353       -0.01553373        0.01166244        0.00162776
       -0.86811352       -0.00058982       -0.01956093        0.01697637        0.00199474
       -0.85141903       -0.00256392       -0.01914633        0.01490136        0.00168106
       -0.83472454       -0.00491892       -0.02153776        0.01491727        0.00170157
       -0.81803005       -0.00665337       -0.02496117        0.01646176        0.00184603
       -0.80133556       -0.00851515       -0.02704394        0.01668310        0.00184569
       -0.78464107       -0.01002270       -0.02824972        0.01644257        0.00178445
       -0.76794658       -0.01039903       -0.02787507        0.01583305        0.00164298
       -0.75125209       -0.01112071       -0.02868893        0.01596577        0.00160245
       -0.73455760       -0.01062571       -0.02418044        0.01212194        0.00143279
       -0.71786311       -0.01411276       -0.02859106        0.01294218        0.00153612
       -0.70116861       -0.01970256       -0.03588159        0.01447853        0.00170050
       -0.68447412       -0.03294630       -0.05254871        0.01764885        0.00195356
       -0.66777963       -0.04834223       -0.06949587        0.01886392        0.00228972
       -0.65108514       -0.08607089       -0.11317338        0.02396950        0.00313299
       -0.63439065       -0.14409865       -0.17392399        0.02616993        0.00365541
       -0.61769616       -0.21680798       -0.25218447        0.03093492        0.00444157
       -0.60100167       -0.29434203       -0.33453081        0.03496363        0.00522515
       -0.58430718       -0.28608811       -0.32476078        0.03381790        0.00485477
       -0.56761269       -0.31486730       -0.36183426        0.04157681        0.00539015
       -0.55091820       -0.28135237       -0.32456893        0.03832480        0.00489176
       -0.53422371       -0.20160848       -0.23905197        0.03312502        0.00431847
       -0.51752922       -0.17156230       -0.21290387        0.03666360        0.00467796
       -0.50083472       -0.15922664       -0.19731342        0.03369305        0.00439373
       -0.48414023       -0.16102628       -0.19907957        0.03362072        0.00443257
       -0.46744574       -0.16953814       -0.21065351        0.03642686        0.00468851
       -0.45075125       -0.21601988       -0.26611005        0.04448351        0.00560667
       -0.43405676       -0.28624238       -0.35102143        0.05786962        0.00690944
       -0.41736227       -0.39935387       -0.49614921        0.08739939        0.00939594
       -0.40066778       -0.52301017       -0.67711013        0.14155742        0.01254255
       -0.38397329       -0.47794892       -0.62335294        0.13353315        0.01187087
       -0.36727880       -0.33204317       -0.43974272        0.09921007        0.00848948
       -0.35058431       -0.23468030       -0.31598949        0.07512634        0.00618284
       -0.33388982       -0.21531073       -0.29293202        0.07191196        0.00570933
       -0.31719533       -0.20272170       -0.27872810        0.07039864        0.00560776
       -0.30050083       -0.18168027       -0.25228699        0.06540288        0.00520384
       -0.28380634       -0.19373165       -0.26927547        0.06997259        0.00557123
       -0.26711185       -0.20143662       -0.27193168        0.06463334        0.00586172
       -0.25041736       -0.15196724       -0.20910064        0.05314099        0.00399241
       -0.23372287       -0.16149349       -0.22387491        0.05818996        0.00419146
       -0.21702838       -0.19003724       -0.26569062        0.07066609        0.00498730
       -0.20033389       -0.18447630       -0.26064770        0.07087752        0.00529389
       -0.18363940       -0.18060162       -0.25444967        0.06804861        0.00579945
       -0.16694491       -0.16130945       -0.22338466        0.05616145        0.00591375
       -0.15025042       -0.24157424       -0.35534933        0.10308819        0.01068691
       -0.13355593       -0.27999069       -0.41683023        0.12676757        0.01007198
       -0.11686144       -0.27461678       -0.44069267        0.15595242        0.01012347
       -0.10016694       -0.22540725       -0.37349645        0.14028510        0.00780411
       -0.08347245       -0.21509849       -0.34384120        0.12145482        0.00728788
       -0.06677796       -0.23164256       -0.37634269        0.13670169        0.00799844
       -0.05008347       -0.28377319       -0.44585187        0.15230316        0.00977553
       -0.03338898       -0.48519814       -0.74992083        0.24934695        0.01537574
       -0.01669449       -0.56779700       -0.85430232        0.26897266        0.01753265
        0.00000000       -0.62892177       -0.92135644        0.27282023        0.01961445
