#  aims_uuid : 4CF4697B-F09B-4DB5-AAA9-BCDA3D746416                                
#  angular momentum projected density of states for species I as calculated by FHI-aims 
# The energy reference for this output is the chemical potential, mu =      -5.055454 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3
        1.11555434        0.00018820        0.00000189        0.00015348        0.00002459        0.00000824
        1.13224884        0.00030120        0.00000079        0.00024471        0.00004272        0.00001299
        1.14894333        0.00018312       -0.00000009        0.00014844        0.00002622        0.00000855
        1.16563782        0.00016161        0.00000024        0.00012772        0.00002488        0.00000877
        1.18233231        0.00014637        0.00000107        0.00011507        0.00002271        0.00000752
        1.19902680        0.00018306        0.00000120        0.00014431        0.00002823        0.00000932
        1.21572129        0.00027454        0.00000236        0.00021620        0.00004188        0.00001410
        1.23241578        0.00043331        0.00000766        0.00034342        0.00006324        0.00001899
        1.24911027        0.00026754        0.00000192        0.00021111        0.00004214        0.00001237
        1.26580476        0.00043992        0.00000480        0.00034602        0.00006890        0.00002019
        1.28249925        0.00111649        0.00001360        0.00088225        0.00017854        0.00004209
        1.29919374        0.00120961        0.00000672        0.00096025        0.00019604        0.00004659
        1.31588823        0.00102891        0.00000741        0.00081531        0.00016713        0.00003905
        1.33258273        0.00074806        0.00000856        0.00058683        0.00012355        0.00002911
        1.34927722        0.00072014        0.00000534        0.00055483        0.00012944        0.00003053
        1.36597171        0.00081101        0.00000722        0.00063821        0.00012924        0.00003634
        1.38266620        0.00069347        0.00000255        0.00053812        0.00011626        0.00003653
        1.39936069        0.00070021        0.00000343        0.00054345        0.00012088        0.00003245
        1.41605518        0.00064787        0.00000350        0.00049386        0.00011948        0.00003102
        1.43274967        0.00059780        0.00000412        0.00046113        0.00010687        0.00002568
        1.44944416        0.00065278        0.00000284        0.00050185        0.00011889        0.00002920
        1.46613865        0.00039802        0.00000304        0.00030946        0.00006629        0.00001923
        1.48283314        0.00043160        0.00000230        0.00033072        0.00007491        0.00002367
        1.49952763        0.00219812        0.00003957        0.00135973        0.00069375        0.00010507
        1.51622212        0.00182235        0.00003120        0.00114051        0.00056235        0.00008829
        1.53291662        0.23965679        0.00569637        0.14000293        0.08313757        0.01081992
        1.54961111        0.31763268        0.00755242        0.18552303        0.11021900        0.01433824
        1.56630560        0.17261625        0.00410161        0.10085786        0.05986509        0.00779170
        1.58300009        0.39928684        0.00848315        0.24092437        0.13239841        0.01748091
        1.59969458        0.52843048        0.01100993        0.32049137        0.17391381        0.02301538
        1.61638907        0.44418257        0.00919477        0.26981958        0.14584461        0.01932361
        1.63308356        0.30502103        0.00630274        0.18537474        0.10008060        0.01326295
        1.64977805        0.14348808        0.00296205        0.08721689        0.04706221        0.00624693
        1.66647254        0.01429728        0.00028542        0.00875657        0.00462791        0.00062738
        1.68316703        0.00084718        0.00000976        0.00056388        0.00023212        0.00004142
        1.69986152        0.12509787        0.00195094        0.07955303        0.03843209        0.00516180
        1.71655601        0.91620864        0.01483641        0.57301233        0.29038015        0.03797975
        1.73325051        2.31267183        0.03797917        1.41979113        0.75850788        0.09639365
        1.74994500        1.26638944        0.01782716        0.83189297        0.36567361        0.05099569
        1.76663949        0.94422137        0.01308621        0.62368746        0.26957454        0.03787316
        1.78333398        0.13721278        0.00191139        0.09039999        0.03935519        0.00554621
        1.80002847        0.00462370        0.00005689        0.00312812        0.00124629        0.00019240
        1.81672296        0.27595428        0.00321545        0.18863134        0.07344911        0.01065837
        1.83341745        2.14947893        0.02556792        1.45084346        0.58947319        0.08359435
        1.85011194        0.50407681        0.00721320        0.30645252        0.16957571        0.02083538
        1.86680643        0.47683462        0.00695074        0.28636053        0.16368403        0.01983932
        1.88350092        0.15823899        0.00229879        0.09507292        0.05427844        0.00658884
        1.90019541        0.04769425        0.00067533        0.02894758        0.01609373        0.00197761
        1.91688990        0.31983995        0.00316680        0.21177484        0.09252595        0.01237236
        1.93358439        1.82536702        0.01778571        1.18546848        0.55111084        0.07100200
        1.95027889        2.51659774        0.02518894        1.49806582        0.89366168        0.09968130
        1.96697338        1.54933657        0.01467541        0.95233398        0.52167022        0.06065696
        1.98366787        0.73637852        0.00675166        0.47167404        0.22879259        0.02916022
        2.00036236        0.65902726        0.00566500        0.42626876        0.20134022        0.02575328
        2.01705685        2.73902951        0.02279943        1.55792882        1.05634099        0.10196026
        2.03375134        3.45668166        0.03034659        2.10234728        1.18719914        0.13678864
        2.05044583        1.21191789        0.01019970        0.76197003        0.39152962        0.04821853
        2.06714032        0.50524538        0.00381563        0.33513291        0.14642648        0.01987036
        2.08383481        0.63183005        0.00422187        0.43405605        0.16920545        0.02434668
        2.10052930        1.34650664        0.00889067        0.92735049        0.35840706        0.05185843
        2.11722379        0.27908159        0.00165690        0.18314587        0.08373271        0.01054611
        2.13391828        0.67330808        0.00358400        0.41768987        0.22734989        0.02468432
        2.15061278        1.91583396        0.01000761        1.20669334        0.62840478        0.07072823
        2.16730727        1.42212804        0.00737156        0.89085259        0.47161179        0.05229211
        2.18400176        0.64848448        0.00337491        0.41640439        0.20446754        0.02423765
        2.20069625        0.24684617        0.00125059        0.16150864        0.07477677        0.00931016
        2.21739074        0.23107889        0.00095459        0.16119489        0.05985482        0.00907460
        2.23408523        0.67656640        0.00254365        0.48599536        0.16085964        0.02716776
        2.25077972        1.53200252        0.00564532        1.09865330        0.36647781        0.06122609
        2.26747421        2.37837340        0.01045509        1.64935945        0.62786475        0.09069411
        2.28416870        5.09884384        0.03730286        3.33578546        1.52637135        0.19938418
        2.30086319        3.15606095        0.01684296        2.14037958        0.87656150        0.12227691
        2.31755768        3.95177626        0.01633215        2.72964077        1.05394957        0.15185377
        2.33425217        2.33675079        0.00921955        1.64490445        0.59274038        0.08988641
        2.35094667        1.47135524        0.00550677        1.05187788        0.35748247        0.05648813
        2.36764116        0.84302944        0.00312818        0.60556403        0.20212200        0.03221522
        2.38433565        0.42455516        0.00162090        0.30508266        0.10169410        0.01615751
        2.40103014        0.17606476        0.00069925        0.12645982        0.04221562        0.00669007
        2.41772463        0.07005187        0.00026249        0.05075836        0.01636002        0.00267101
        2.43441912        0.01629631        0.00005645        0.01169047        0.00385660        0.00069279
        2.45111361        0.05032486        0.00018155        0.03342979        0.01394809        0.00276544
        2.46780810        0.23511854        0.00060484        0.15899818        0.06376501        0.01175052
        2.48450259        0.50030238        0.00123207        0.33938461        0.13491655        0.02476915
        2.50119708        1.93914754        0.00249750        1.37614904        0.47364599        0.08685501
        2.51789157        4.70083388        0.00533915        3.34784722        1.14311056        0.20453695
        2.53458606        2.39262674        0.00318320        1.68775429        0.59591357        0.10577568
        2.55128056        1.01865446        0.00022314        0.71153555        0.25803633        0.04885943
        2.56797505        0.76078480       -0.00060212        0.52406241        0.19776484        0.03955967
        2.58466954        0.57278254       -0.00013705        0.39925715        0.14446157        0.02920087
        2.60136403        0.95784286        0.00055424        0.67495747        0.23446898        0.04786218
        2.61805852        1.74250664        0.00105546        1.23581891        0.42063508        0.08499719
        2.63475301        2.02663293       -0.00039216        1.45229058        0.48096246        0.09377204
        2.65144750        1.62502437       -0.00159364        1.17693482        0.37829322        0.07138996
        2.66814199        1.52680903       -0.00293477        1.10257442        0.35815422        0.06901515
        2.68483648        0.99351069       -0.00103763        0.72583369        0.22411232        0.04460231
        2.70153097        1.06855828       -0.00079912        0.78360687        0.23700932        0.04874121
        2.71822546        0.98352620       -0.00051450        0.72200337        0.21664967        0.04538766
        2.73491995        0.55424417       -0.00016816        0.40573209        0.12219054        0.02648970
        2.75161445        0.67933448       -0.00057994        0.49695878        0.14922419        0.03373146
        2.76830894        3.45911601       -0.00822847        2.58337560        0.71671602        0.16725286
        2.78500343        3.34973686       -0.00631557        2.49112389        0.70869296        0.15623558
        2.80169792        1.78368613       -0.00373512        1.32827025        0.37588076        0.08327024
        2.81839241        1.77646096       -0.00507086        1.32703390        0.37234662        0.08215130
        2.83508690        2.64427051       -0.00965873        1.97205264        0.55898995        0.12288666
        2.85178139        1.97709280       -0.00763358        1.46244586        0.42964974        0.09263078
        2.86847588        1.20573441       -0.00504232        0.88064245        0.27295613        0.05717814
        2.88517037        1.03458924       -0.00568122        0.73516466        0.25542831        0.04967749
        2.90186486        1.59550595       -0.01142136        1.10201558        0.42834464        0.07656710
        2.91855935        1.01416549       -0.02647364        0.50869785        0.49078619        0.04115510
        2.93525384        0.98677221       -0.02055970        0.55143542        0.41411220        0.04178428
        2.95194833        1.04645616       -0.01859291        0.62014929        0.39961718        0.04528260
        2.96864283        1.43360382       -0.01749036        0.93950533        0.44709996        0.06448889
        2.98533732        2.28489949       -0.02115407        1.57455657        0.62692486        0.10457212
        3.00203181        2.61351920       -0.02483076        1.79211466        0.72702568        0.11920962
        3.01872630        2.33815574       -0.02732748        1.54407654        0.71678958        0.10461710
        3.03542079        2.65187362       -0.03916281        1.66185803        0.91403361        0.11514478
        3.05211528        2.41220507       -0.03966032        1.46400435        0.88581768        0.10204336
        3.06880977        3.20139936       -0.04250120        2.06482228        1.04006440        0.13901388
        3.08550426        3.84335152       -0.04042801        2.60136324        1.11222765        0.17018865
        3.10219875        3.76766978       -0.03874657        2.56211277        1.07898019        0.16532339
        3.11889324        4.40495230       -0.03678663        3.12167236        1.12209737        0.19796919
        3.13558773        2.43168053       -0.02555518        1.64664409        0.70418128        0.10641034
        3.15228222        4.09710213       -0.05173959        2.64380598        1.33622999        0.16880574
        3.16897672        1.17997861       -0.01674496        0.74064706        0.40807663        0.04799988
        3.18567121        0.90230201       -0.01245013        0.58509945        0.29179233        0.03786036
        3.20236570        2.04887387       -0.03005139        1.35491800        0.63862427        0.08538299
        3.21906019        0.73312743       -0.01002870        0.47362240        0.23510997        0.03442376
        3.23575468        1.05214785       -0.01675533        0.67051961        0.35134051        0.04704306
        3.25244917        4.42532658       -0.09015398        2.87266932        1.47045048        0.17236077
        3.26914366        2.81744569       -0.05268736        1.81552610        0.93322573        0.12138121
        3.28583815        1.24764516       -0.01904774        0.78134483        0.42297604        0.06237204
        3.30253264        1.14988575       -0.01611163        0.70880532        0.39559719        0.06159487
        3.31922713        1.16978093       -0.01942082        0.62881061        0.49830356        0.06208758
        3.33592162        2.55963467       -0.04784703        1.33684422        1.14779196        0.12284552
        3.35261611        2.88554899        0.01796346        1.59492272        1.11019910        0.16246371
        3.36931061        3.01863825        0.00602473        1.73864436        1.10040300        0.17356617
        3.38600510        2.29610173        0.01843731        1.15347133        0.96370838        0.16048472
        3.40269959        0.45221291        0.00944686        0.22876954        0.17941557        0.03458094
        3.41939408        0.40355439        0.00652732        0.20808868        0.16546901        0.02346938
        3.43608857        1.58397235        0.05855067        0.77311907        0.65232184        0.09998077
        3.45278306        2.79458314        0.03755320        1.42597517        1.17450081        0.15655397
        3.46947755        1.14797808        0.02799104        0.56355914        0.49204323        0.06438467
        3.48617204        2.29080769       -0.01875709        1.15066370        1.06087919        0.09802189
        3.50286653        3.51311956       -0.04537057        1.65963686        1.75501186        0.14384141
        3.51956102        1.27955171       -0.00846695        0.59181979        0.63933002        0.05686885
        3.53625551        1.73813557       -0.01515859        0.80852172        0.87000770        0.07476475
        3.55295000        2.20306421       -0.03917242        1.13006950        1.03122443        0.08094271
        3.56964450        2.25682852       -0.03824780        1.16051393        1.04976772        0.08479467
        3.58633899        2.04868221       -0.04494052        1.02526933        0.99011794        0.07823545
        3.60303348        2.10778313       -0.05081885        1.05932680        1.02066970        0.07860549
        3.61972797        3.00721002       -0.07541900        1.56431475        1.41400512        0.10430915
        3.63642246        2.93046974       -0.08112191        1.55174678        1.35353424        0.10631062
        3.65311695        2.56564271       -0.07124678        1.36552848        1.17914114        0.09221987
        3.66981144        4.14855061       -0.12217601        2.24746525        1.89008575        0.13317562
        3.68650593        3.14880859       -0.09308170        1.65205707        1.49095310        0.09888012
        3.70320042        3.70142768       -0.11348365        1.96278029        1.72446492        0.12766613
        3.71989491       13.57217042       -0.44845974        7.38576323        6.07168905        0.56317789
        3.73658940        3.40959622       -0.12245650        1.77040870        1.64046612        0.12117789
        3.75328389        2.27900292       -0.08635149        1.16361558        1.12188398        0.07985484
        3.76997838        2.46798902       -0.09580326        1.24026808        1.24055745        0.08296675
        3.78667288        4.18908944       -0.16017743        2.08546999        2.13226702        0.13152986
        3.80336737        4.77291428       -0.18254258        2.37232752        2.43181933        0.15131001
        3.82006186        4.37318851       -0.14742378        2.16630983        2.21691380        0.13738866
        3.83675635        3.22193955       -0.11029493        1.57904458        1.65254792        0.10064198
        3.85345084        2.64945413       -0.08911871        1.29153573        1.36303171        0.08400540
        3.87014533        1.78517758       -0.05751175        0.86806853        0.91869831        0.05592249
        3.88683982        1.61896659       -0.05510819        0.77195125        0.85135423        0.05076931
        3.90353431        1.81573471       -0.07377871        0.84053039        0.99107929        0.05790374
        3.92022880        3.03791577       -0.13515902        1.38553354        1.68991822        0.09762304
        3.93692329        2.47933324       -0.10325110        1.10722253        1.39354876        0.08181305
        3.95361778        2.02495085       -0.08276504        0.89436121        1.14655025        0.06680442
        3.97031227        1.07556571       -0.04020317        0.47882602        0.60063690        0.03630596
        3.98700677        0.63503065       -0.02074756        0.28840863        0.34488058        0.02248900
        4.00370126        0.81693313       -0.02391077        0.37726506        0.43350903        0.03006982
        4.02039575        1.67080379       -0.04370451        0.78376880        0.86740500        0.06333450
        4.03709024        1.84119710       -0.04364964        0.86334333        0.95413881        0.06736460
        4.05378473        2.37938273       -0.05920739        1.11781412        1.23180347        0.08897252
        4.07047922        2.21619654       -0.06274952        1.00679634        1.19240714        0.07974259
        4.08717371        1.95279018       -0.06148701        0.85816412        1.08786580        0.06824726
        4.10386820        1.84285676       -0.05982354        0.78194968        1.05701636        0.06371425
        4.12056269        1.67172140       -0.04698452        0.73116193        0.92827578        0.05926820
        4.13725718        1.33372253       -0.02475936        0.59995874        0.70889721        0.04962593
        4.15395167        1.49713743       -0.02594252        0.67738588        0.78864434        0.05704972
        4.17064616        1.37320086       -0.02089490        0.62114151        0.71966545        0.05328880
        4.18734066        1.59452225       -0.01822239        0.73646367        0.81203716        0.06424382
        4.20403515        1.29096184       -0.01033743        0.59436523        0.65428581        0.05264824
        4.22072964        1.28077630       -0.00601039        0.58602463        0.64906007        0.05170199
        4.23742413        1.38865696       -0.00340607        0.64669158        0.68873670        0.05663476
        4.25411862        1.41139786       -0.00177292        0.66482792        0.69069202        0.05765084
        4.27081311        1.39643073       -0.00134771        0.65980793        0.68143688        0.05653363
        4.28750760        1.30505185       -0.00087523        0.61926000        0.63423416        0.05243292
        4.30420209        1.27294402        0.00080563        0.60422439        0.61716906        0.05074494
        4.32089658        1.11751283        0.00058635        0.52999639        0.54415797        0.04277211
        4.33759107        1.15855412        0.00696810        0.54684373        0.56054557        0.04419672
        4.35428556        1.24306656        0.01536249        0.58167160        0.59872963        0.04730285
        4.37098005        1.38182824        0.03443325        0.63921011        0.65520009        0.05298478
        4.38767455        1.50570222        0.05351076        0.68590259        0.71010659        0.05618227
        4.40436904        1.88098918        0.10045710        0.83338574        0.87936585        0.06778049
        4.42106353        1.86361008        0.18473471        0.77708977        0.83569699        0.06608860
        4.43775802        1.95491440        0.29390474        0.77103201        0.81902513        0.07095251
        4.45445251        2.06290701        0.40723010        0.75760307        0.82234439        0.07572945
        4.47114700        1.82271716        0.39866739        0.64911013        0.70835951        0.06658013
        4.48784149        1.96188273        0.43935048        0.69553417        0.75974171        0.06725637
        4.50453598        1.85140957        0.39466776        0.65132730        0.74226563        0.06314888
        4.52123047        1.92875837        0.27645017        0.75343013        0.83343510        0.06544297
        4.53792496        2.37977928        0.22396559        0.98803592        1.08738141        0.08039635
        4.55461945        2.15740068        0.20309027        0.89374827        0.98875174        0.07181040
        4.57131394        2.08630556        0.20692914        0.85774257        0.95175434        0.06987952
        4.58800844        2.11140539        0.22168049        0.86217508        0.95570990        0.07183992
        4.60470293        2.22905986        0.29538523        0.89141046        0.96449721        0.07776697
        4.62139742        2.39430383        0.40253730        0.91056327        0.99819718        0.08300608
        4.63809191        3.01140111        0.57179280        1.09640669        1.24149509        0.10170653
        4.65478640        3.97928356        0.74553701        1.39267071        1.70731323        0.13376261
        4.67148089        3.79350489        0.68505620        1.34388009        1.63303183        0.13153678
        4.68817538        2.83239279        0.47481684        1.01952931        1.23964683        0.09839981
        4.70486987        2.13304827        0.33440626        0.77802380        0.94872747        0.07189074
        4.72156436        1.96315371        0.30736404        0.71559734        0.87325963        0.06693270
        4.73825885        2.02144335        0.28546483        0.76128543        0.89822028        0.07647281
        4.75495334        1.89813684        0.25266686        0.73059213        0.84067126        0.07420659
        4.77164783        2.02620218        0.26874897        0.79394879        0.87946727        0.08403716
        4.78834232        2.14134902        0.27280381        0.87350590        0.89745569        0.09758362
        4.80503682        1.25841272        0.21987499        0.45283833        0.53932268        0.04637672
        4.82173131        1.28784986        0.23315288        0.44975981        0.55910675        0.04583042
        4.83842580        1.48437948        0.27563138        0.50474091        0.65316085        0.05084634
        4.85512029        1.57753097        0.26099055        0.54261391        0.71945937        0.05446715
        4.87181478        1.70678997        0.25073037        0.59178406        0.80552507        0.05875048
        4.88850927        1.51373152        0.23697248        0.51300859        0.71282685        0.05092360
        4.90520376        2.75568275        0.37706433        0.93180720        1.35096133        0.09584988
        4.92189825        2.35396218        0.45070980        0.73460729        1.09861459        0.07003050
        4.93859274        2.27798907        0.45312529        0.68131058        1.07913355        0.06441965
        4.95528723        1.72933472        0.36350690        0.49599836        0.82507851        0.04475095
        4.97198172        1.65892754        0.32227434        0.48712420        0.80592207        0.04360693
        4.98867621        1.82310657        0.34190503        0.53313317        0.89857144        0.04949693
        5.00537071        2.27486762        0.39174471        0.66747769        1.15203463        0.06361059
        5.02206520        3.58930942        0.66690992        1.07488284        1.75111991        0.09639675
        5.03875969        4.14394233        0.71764534        1.23070245        2.07911563        0.11647891
        5.05545418        4.61807953        0.71014326        1.35045351        2.41696082        0.14052194
